FSR_1,FSR_2,FSR_3,FSR_4,FSR_5,Target
274,30,108,208,116,moderate
281,290,162,276,158,severe
291,73,214,2,30,moderate
155,249,33,248,28,moderate
52,173,279,181,22,moderate
101,97,284,124,41,moderate
18,156,65,44,104,mild
294,157,209,154,84,moderate
267,209,56,129,252,moderate
5,94,92,216,9,mild
8,158,68,177,40,mild
235,37,174,192,155,moderate
22,185,248,106,255,moderate
166,292,64,157,207,moderate
177,146,245,275,63,moderate
152,33,25,68,126,mild
26,141,122,145,240,moderate
277,105,296,91,223,moderate
175,109,114,198,149,moderate
207,147,166,94,117,moderate
21,25,264,221,71,moderate
129,118,169,296,51,moderate
143,109,175,24,295,moderate
241,18,187,240,298,moderate
292,134,194,92,252,moderate
107,161,127,97,271,moderate
93,250,161,116,277,moderate
214,227,108,151,28,moderate
50,1,147,48,281,moderate
244,280,164,71,96,moderate
157,131,24,84,57,mild
261,45,62,48,113,moderate
23,31,58,176,123,mild
100,205,46,63,136,moderate
36,158,224,67,59,moderate
91,157,13,276,4,moderate
73,131,27,114,238,moderate
204,60,272,180,228,moderate
134,249,187,118,137,moderate
30,227,125,272,229,moderate
211,107,288,98,200,moderate
187,28,168,71,114,moderate
124,21,193,133,139,moderate
224,105,33,163,15,moderate
280,155,128,60,226,moderate
48,99,125,187,4,mild
51,8,5,189,14,mild
169,18,168,19,244,moderate
74,292,75,165,77,moderate
117,39,203,143,90,moderate
153,139,9,218,32,moderate
25,220,49,33,175,moderate
259,211,273,138,158,severe
10,24,285,112,286,moderate
99,135,182,113,95,moderate
265,174,73,77,55,moderate
191,278,54,293,117,moderate
11,275,197,24,211,moderate
2,24,103,234,197,moderate
287,215,262,54,22,moderate
26,133,10,57,295,moderate
97,247,145,40,172,moderate
282,80,24,34,242,moderate
7,271,90,53,272,moderate
132,212,73,29,297,moderate
86,102,46,200,7,mild
270,90,46,55,231,moderate
137,209,84,81,126,moderate
156,25,74,232,99,moderate
290,281,36,291,144,severe
217,33,72,111,273,moderate
63,276,75,68,126,moderate
280,244,53,15,50,moderate
8,61,188,250,187,moderate
6,138,65,141,98,mild
70,122,36,215,173,moderate
184,29,193,20,23,mild
160,170,173,74,103,moderate
196,285,107,28,56,moderate
211,258,222,285,166,severe
291,55,82,245,14,moderate
293,242,181,234,110,severe
82,58,286,76,170,moderate
147,226,210,262,223,severe
258,79,54,2,165,moderate
41,188,35,33,123,mild
184,199,150,149,76,moderate
140,266,124,166,209,moderate
196,203,258,86,87,moderate
28,142,46,45,82,mild
250,5,252,228,79,moderate
62,16,267,186,65,moderate
123,180,49,289,125,moderate
99,127,2,233,299,moderate
35,237,79,261,73,moderate
289,220,36,127,106,moderate
295,41,100,283,64,moderate
178,57,266,280,155,moderate
124,210,183,78,133,moderate
139,90,73,240,123,moderate
158,119,209,236,202,moderate
247,92,87,223,220,moderate
192,29,117,6,178,moderate
193,256,141,119,132,moderate
276,175,121,87,290,moderate
222,258,192,189,298,severe
118,221,219,124,120,moderate
52,291,27,262,27,moderate
164,140,194,288,97,moderate
11,30,70,243,128,mild
155,30,185,64,250,moderate
278,199,240,160,215,severe
81,226,4,282,148,moderate
296,239,254,32,221,severe
247,44,243,192,92,moderate
228,127,205,283,224,severe
30,22,135,6,1,mild
45,116,2,80,76,mild
204,276,66,140,294,moderate
18,238,263,193,180,moderate
272,143,136,5,132,moderate
269,166,293,291,267,severe
151,19,232,31,210,moderate
290,14,280,241,226,severe
45,113,187,226,14,moderate
150,100,164,62,97,moderate
165,132,104,164,39,moderate
171,168,38,130,86,moderate
145,27,166,169,203,moderate
259,6,4,266,73,moderate
283,203,195,91,231,severe
95,273,42,295,29,moderate
19,182,148,144,19,moderate
207,233,10,213,44,moderate
198,114,219,248,146,moderate
51,290,175,120,181,moderate
190,120,277,296,83,moderate
245,81,44,109,247,moderate
132,45,92,223,143,moderate
236,196,155,231,29,moderate
93,106,261,147,235,moderate
278,214,158,58,85,moderate
165,177,216,176,139,moderate
125,99,3,159,255,moderate
24,150,56,218,159,moderate
70,286,11,247,139,moderate
204,289,163,38,71,moderate
127,217,13,178,177,moderate
48,204,166,25,110,moderate
212,165,221,155,118,moderate
32,36,190,140,201,moderate
13,73,15,51,167,mild
216,130,26,78,210,moderate
292,257,19,258,88,moderate
77,78,156,239,56,moderate
234,100,216,284,109,moderate
24,285,62,22,20,mild
298,67,216,196,259,severe
11,191,74,211,242,moderate
38,280,63,252,72,moderate
211,99,202,74,247,moderate
178,152,33,234,178,moderate
51,144,268,231,259,moderate
171,145,38,232,70,moderate
175,112,30,22,251,moderate
9,187,95,187,144,moderate
198,36,93,246,54,moderate
222,162,64,297,87,moderate
158,9,134,242,249,moderate
249,83,63,139,137,moderate
53,224,235,269,160,moderate
295,108,198,257,105,moderate
219,86,230,180,71,moderate
218,130,160,216,22,moderate
24,89,298,80,136,moderate
114,77,261,219,201,moderate
73,237,188,292,130,moderate
207,283,173,105,235,severe
33,168,293,63,250,moderate
230,292,37,241,132,moderate
75,218,24,250,178,moderate
187,227,12,122,72,moderate
206,66,63,24,195,moderate
245,286,256,146,187,severe
49,290,246,197,15,moderate
283,100,35,12,237,moderate
219,74,275,286,267,severe
102,108,1,237,54,moderate
85,188,127,113,167,moderate
169,269,7,2,68,moderate
54,258,64,259,23,moderate
297,231,113,49,59,moderate
71,272,35,296,284,moderate
85,169,186,297,281,severe
182,3,195,18,23,mild
167,169,208,105,79,moderate
9,82,2,26,149,mild
242,0,232,48,12,moderate
36,260,12,229,3,moderate
276,133,260,98,264,severe
129,199,83,118,280,moderate
138,66,273,19,52,moderate
101,252,163,254,26,moderate
66,185,291,20,98,moderate
42,162,224,298,116,moderate
65,253,295,82,154,moderate
112,213,185,189,265,moderate
155,277,35,70,19,moderate
84,91,186,16,252,moderate
162,121,130,74,21,moderate
91,157,282,257,223,severe
233,105,242,64,283,moderate
259,207,57,112,129,moderate
125,217,243,43,122,moderate
26,238,143,103,10,moderate
102,63,297,62,210,moderate
104,287,14,289,288,moderate
13,241,144,37,117,moderate
36,64,82,10,278,mild
163,20,41,13,233,mild
41,93,148,178,273,moderate
39,212,201,299,55,moderate
85,59,142,9,34,mild
273,298,242,279,107,severe
144,43,79,106,280,moderate
188,14,97,274,216,moderate
197,37,15,128,47,mild
261,298,295,35,213,severe
297,263,233,9,72,moderate
140,94,33,147,148,moderate
52,13,241,222,184,moderate
95,208,283,274,251,severe
101,144,65,131,210,moderate
283,104,43,2,101,moderate
137,207,8,136,278,moderate
196,220,299,294,197,severe
136,269,7,194,79,moderate
10,62,229,135,137,moderate
76,121,131,289,187,moderate
205,160,287,19,181,moderate
273,26,59,32,75,mild
68,61,37,62,149,mild
170,53,217,260,170,moderate
247,281,251,250,171,severe
115,134,24,231,132,moderate
149,203,216,293,205,severe
98,246,267,75,1,moderate
283,192,120,164,198,moderate
12,42,179,218,10,mild
215,39,10,80,109,mild
121,67,285,201,258,moderate
197,293,89,229,246,severe
124,293,212,288,82,moderate
19,26,206,245,266,moderate
184,179,56,170,92,moderate
102,136,235,136,262,moderate
292,293,204,210,24,severe
276,34,73,249,257,moderate
59,11,104,163,12,mild
127,115,10,13,68,mild
136,120,82,216,239,moderate
176,5,110,119,260,moderate
46,226,42,78,229,moderate
135,297,78,110,2,moderate
64,204,22,66,119,mild
218,168,227,294,129,severe
198,11,172,194,198,moderate
135,281,149,37,212,moderate
95,83,74,190,290,moderate
113,158,185,137,89,moderate
189,22,186,211,172,moderate
197,179,202,158,107,moderate
75,102,187,42,161,moderate
298,98,263,113,290,severe
291,132,51,163,30,moderate
252,106,125,142,87,moderate
167,262,213,269,31,moderate
86,272,70,245,247,moderate
74,115,247,234,102,moderate
72,223,3,105,128,moderate
220,68,69,121,65,moderate
160,51,246,13,151,moderate
226,141,1,267,147,moderate
30,204,187,268,26,moderate
35,94,30,12,222,mild
38,246,204,242,47,moderate
49,128,30,7,258,mild
114,240,238,190,228,severe
114,104,249,179,217,moderate
260,275,5,78,169,moderate
32,179,118,240,119,moderate
161,15,21,242,83,moderate
113,172,248,78,66,moderate
159,94,191,8,239,moderate
249,240,91,296,241,severe
204,249,138,234,234,severe
72,4,228,91,220,moderate
91,139,37,202,1,mild
250,280,37,5,128,moderate
75,171,71,229,128,moderate
36,268,13,188,92,moderate
39,58,0,219,289,moderate
298,261,50,47,22,moderate
211,1,209,40,222,moderate
100,222,288,15,172,moderate
36,212,156,203,278,moderate
241,272,178,226,204,severe
134,100,258,116,167,moderate
215,249,150,37,272,moderate
28,242,64,165,117,moderate
1,78,292,36,221,moderate
54,263,248,15,118,moderate
20,60,135,94,14,mild
280,134,46,75,84,moderate
245,232,156,38,31,moderate
187,97,232,236,253,severe
264,289,98,177,192,severe
22,200,202,31,18,mild
124,182,99,62,23,mild
258,60,66,6,261,moderate
41,202,241,148,277,moderate
200,22,5,14,276,moderate
229,276,102,156,120,moderate
5,117,31,106,240,mild
126,122,66,198,146,moderate
193,189,174,173,124,moderate
21,168,281,100,66,moderate
275,180,258,241,148,severe
123,166,66,279,197,moderate
170,271,270,52,64,moderate
126,158,67,192,135,moderate
147,100,92,206,9,moderate
43,160,264,91,269,moderate
98,101,80,285,202,moderate
65,165,10,3,119,mild
199,199,47,129,278,moderate
46,107,244,173,9,moderate
128,0,55,78,194,mild
229,283,266,27,78,moderate
75,27,99,226,241,moderate
38,124,71,233,266,moderate
86,30,122,249,78,moderate
143,185,172,283,294,severe
263,244,17,84,109,moderate
283,252,193,123,216,severe
32,161,63,53,3,mild
245,228,8,60,171,moderate
148,203,134,170,271,moderate
103,112,227,230,42,moderate
251,210,123,14,282,moderate
230,64,155,91,21,moderate
166,117,240,89,14,moderate
29,289,82,136,231,moderate
215,16,157,157,68,moderate
259,125,34,228,253,moderate
85,244,117,242,136,moderate
44,199,292,232,202,moderate
197,219,116,117,231,moderate
259,101,70,133,30,moderate
101,198,213,98,83,moderate
31,238,165,269,253,moderate
280,187,268,253,79,severe
225,106,232,202,84,moderate
113,12,172,90,22,mild
134,145,41,260,134,moderate
48,90,27,113,168,mild
261,173,119,37,74,moderate
82,208,74,42,132,moderate
170,118,132,196,156,moderate
139,217,264,260,182,severe
239,154,79,239,283,moderate
201,50,274,31,184,moderate
30,30,154,169,67,mild
254,64,194,167,177,moderate
62,235,211,175,127,moderate
18,288,241,26,133,moderate
162,151,202,296,31,moderate
196,272,174,269,130,severe
239,43,130,46,60,moderate
207,46,160,29,71,moderate
142,285,132,81,133,moderate
241,280,131,250,260,severe
125,249,160,141,183,moderate
231,105,261,177,95,moderate
201,210,7,126,62,moderate
266,222,295,131,283,severe
227,152,260,49,82,moderate
145,141,93,228,145,moderate
58,293,253,274,274,severe
68,298,235,49,13,moderate
61,145,251,169,175,moderate
153,219,263,151,214,severe
235,239,174,42,78,moderate
44,298,44,223,140,moderate
58,138,90,137,142,moderate
15,12,149,57,134,mild
126,233,272,4,215,moderate
78,4,74,295,281,moderate
152,296,116,216,6,moderate
262,205,243,241,19,moderate
63,37,25,147,8,mild
7,290,171,198,47,moderate
223,140,79,231,298,moderate
56,14,212,232,53,moderate
126,132,56,232,42,moderate
158,42,233,199,155,moderate
196,110,15,49,138,moderate
182,163,22,94,58,moderate
16,219,252,264,54,moderate
28,107,110,241,243,moderate
250,74,149,229,258,moderate
260,266,52,110,270,moderate
292,94,262,54,24,moderate
173,127,153,96,216,moderate
58,283,232,34,78,moderate
181,145,251,292,182,severe
203,171,132,15,266,moderate
145,231,233,51,158,moderate
103,263,127,82,101,moderate
44,39,75,51,175,mild
102,286,6,27,6,mild
280,194,217,153,86,moderate
257,183,210,176,231,severe
96,239,53,235,113,moderate
269,119,142,7,139,moderate
291,6,182,25,200,moderate
266,65,119,53,267,moderate
283,84,68,185,69,moderate
158,218,295,140,26,moderate
218,219,199,36,239,moderate
102,211,224,107,278,moderate
241,235,16,239,38,moderate
205,20,278,13,266,moderate
173,135,131,101,261,moderate
65,240,75,23,204,moderate
210,174,299,207,27,moderate
102,135,164,110,177,moderate
121,131,165,71,94,moderate
161,289,64,4,132,moderate
246,114,41,150,92,moderate
293,98,194,7,63,moderate
109,87,262,44,104,moderate
214,100,289,251,125,moderate
74,231,202,198,55,moderate
242,175,291,91,215,severe
269,24,112,69,120,moderate
139,67,211,136,293,moderate
78,137,196,175,35,moderate
159,38,39,277,270,moderate
109,222,124,57,185,moderate
66,298,86,263,243,moderate
59,61,16,169,9,mild
136,299,165,212,267,severe
163,13,115,138,75,moderate
94,151,250,29,58,moderate
90,208,163,295,97,moderate
265,136,70,72,180,moderate
220,17,74,165,237,moderate
264,148,141,246,37,moderate
242,26,38,136,248,moderate
72,289,109,71,138,moderate
38,213,56,293,11,moderate
298,280,38,237,39,moderate
97,54,261,27,204,moderate
56,63,279,151,114,moderate
142,100,90,67,137,moderate
148,74,269,20,150,moderate
159,59,84,248,105,moderate
167,46,97,27,0,mild
175,262,215,146,75,moderate
276,198,116,223,37,moderate
45,88,73,38,273,moderate
208,132,297,250,175,severe
287,265,187,295,97,severe
49,212,214,70,165,moderate
268,113,141,129,59,moderate
138,72,250,291,77,moderate
250,166,170,186,154,moderate
64,195,191,124,189,moderate
142,233,227,27,288,moderate
68,116,224,15,42,mild
97,76,97,31,212,moderate
81,285,162,15,298,moderate
49,253,219,274,212,severe
38,112,120,295,158,moderate
52,80,188,175,277,moderate
14,100,89,42,191,mild
159,203,73,6,174,moderate
214,40,92,246,135,moderate
107,182,135,240,90,moderate
40,205,204,61,104,moderate
230,227,92,212,153,moderate
249,230,210,171,223,severe
277,231,108,297,67,moderate
86,189,210,244,185,moderate
162,284,238,42,85,moderate
277,185,265,121,189,severe
139,25,35,105,178,mild
287,16,34,234,20,moderate
101,16,177,243,38,moderate
146,54,244,232,270,moderate
199,199,69,129,234,moderate
288,63,112,299,263,severe
113,274,218,181,4,moderate
288,161,252,192,17,moderate
130,289,202,218,115,moderate
69,25,75,275,78,moderate
161,197,217,256,86,moderate
224,103,298,162,286,severe
118,14,253,160,116,moderate
70,276,37,290,227,moderate
121,256,284,57,68,moderate
215,290,100,56,227,moderate
19,62,6,131,267,mild
157,141,6,108,33,mild
95,100,176,90,223,moderate
221,278,9,13,95,moderate
164,86,97,5,235,moderate
22,248,244,118,64,moderate
151,173,271,26,180,moderate
298,261,125,250,260,severe
39,20,65,76,209,mild
189,151,209,14,69,moderate
86,6,296,92,246,moderate
50,257,227,259,284,severe
100,193,13,64,85,mild
152,23,157,292,42,moderate
226,34,208,173,233,moderate
193,80,176,247,259,moderate
159,274,119,185,22,moderate
84,155,190,295,99,moderate
36,281,45,76,214,moderate
270,134,265,115,144,moderate
40,237,185,174,190,moderate
268,31,262,227,154,moderate
146,195,257,138,246,moderate
226,296,13,128,174,moderate
160,43,108,290,190,moderate
260,12,142,123,191,moderate
141,204,68,122,138,moderate
6,33,53,170,4,mild
231,108,93,168,282,moderate
282,205,230,118,148,moderate
61,192,224,82,82,moderate
209,49,240,267,277,severe
265,177,222,135,102,moderate
128,232,234,252,55,moderate
181,231,259,200,207,severe
95,297,91,98,194,moderate
54,114,294,253,225,moderate
28,256,37,11,84,mild
160,111,262,11,223,moderate
53,241,254,25,185,moderate
34,278,233,262,142,moderate
252,50,138,56,254,moderate
275,198,168,56,39,moderate
139,96,212,71,67,moderate
296,57,177,27,244,moderate
56,289,162,227,186,moderate
111,258,224,100,11,moderate
196,255,41,210,286,moderate
15,203,36,145,5,mild
183,65,202,46,193,moderate
19,189,51,62,250,moderate
22,213,286,196,124,moderate
296,0,287,278,149,severe
174,131,177,45,38,moderate
228,85,78,98,154,moderate
111,230,65,44,97,moderate
182,215,101,244,227,moderate
200,252,224,1,66,moderate
208,136,18,110,4,mild
18,281,162,83,226,moderate
168,148,136,180,18,moderate
296,224,139,211,73,moderate
8,218,211,250,97,moderate
164,97,221,95,102,moderate
110,242,148,227,132,moderate
86,80,158,177,90,moderate
194,277,284,51,64,moderate
222,183,181,199,100,moderate
95,26,191,34,195,moderate
155,191,293,215,216,severe
62,175,183,90,283,moderate
15,236,187,58,205,moderate
278,135,108,210,150,moderate
204,115,37,96,229,moderate
115,128,105,237,130,moderate
206,60,23,145,285,moderate
142,113,183,221,175,moderate
218,257,85,290,208,severe
271,221,119,45,245,moderate
240,63,117,143,70,moderate
99,155,31,132,109,moderate
173,93,77,255,116,moderate
78,115,84,109,237,moderate
216,275,184,265,204,severe
197,54,108,271,161,moderate
92,298,205,216,17,moderate
7,234,7,146,184,moderate
88,180,25,154,76,moderate
188,248,54,276,264,severe
16,48,207,47,156,mild
59,291,259,288,265,severe
257,10,29,127,247,moderate
179,85,212,220,155,moderate
94,115,7,146,268,moderate
88,194,2,231,42,moderate
278,76,225,94,110,moderate
248,279,76,226,270,severe
81,4,259,97,217,moderate
134,214,105,125,282,moderate
260,272,114,33,143,moderate
195,105,254,107,29,moderate
124,157,188,40,33,moderate
178,195,52,91,179,moderate
134,125,105,88,131,moderate
181,1,298,122,65,moderate
290,223,288,185,148,severe
104,183,136,242,36,moderate
297,37,23,43,251,moderate
153,140,111,290,246,moderate
276,46,51,228,194,moderate
225,36,278,173,218,moderate
